idx,split
2535,train
9535,train
729,train
4690,train
7988,train
2353,train
3359,train
4272,train
7117,train
5177,train
5588,train
2454,train
1309,train
9943,train
7849,train
7028,train
4782,train
567,train
8950,train
190,train
9912,train
1856,train
8168,train
6736,train
3604,train
7290,train
1816,train
8864,train
3621,train
9858,train
7795,train
937,train
695,train
3384,train
8926,train
8552,train
7026,train
4178,train
7401,train
3709,train
5287,train
5629,train
9997,train
2663,train
2103,train
3477,train
8472,train
2030,train
2028,train
1513,train
5241,train
6181,train
4390,train
1240,train
2412,train
9471,train
4648,train
6842,train
9548,train
2036,train
7701,train
7086,train
4259,train
5309,train
7830,train
2417,train
5840,train
1940,train
1832,train
4264,train
2641,train
1248,train
7917,train
2076,train
9337,train
962,train
4422,train
6803,train
4877,train
7124,train
6465,train
8965,train
8216,train
5174,train
6446,train
8886,train
4922,train
9788,train
1737,train
7419,train
2122,train
5027,train
4785,train
5153,train
6834,train
4911,train
9363,train
5283,train
9394,train
3480,train
4100,train
2308,train
5004,train
6697,train
4461,train
8918,train
5665,train
9050,train
6598,train
964,train
7602,train
2018,train
6087,train
2964,train
4865,train
9712,train
6913,train
2802,train
9323,train
5164,train
1601,train
5853,train
9957,train
4875,train
1770,train
8241,train
9745,train
665,train
4349,train
9040,train
8224,train
5615,train
1950,train
8588,train
2167,train
423,train
1423,train
5214,train
7976,train
9729,train
6974,train
8587,train
4883,train
6806,train
3244,train
4895,train
781,train
4658,train
5146,train
2570,train
4143,train
4743,train
3563,train
8765,train
877,train
3506,train
8120,train
7739,train
9732,train
1699,train
3273,train
6908,train
6174,train
4610,train
1285,train
8600,train
9627,train
2022,train
2298,train
4769,train
8223,train
9419,train
8925,train
7404,train
4554,train
4697,train
6883,train
9864,train
5674,train
9081,train
1719,train
4582,train
4344,train
4989,train
5423,train
353,train
4783,train
2482,train
2196,train
8835,train
7646,train
8186,train
1032,train
2457,train
8582,train
2236,train
1559,train
3617,train
2150,train
4166,train
2205,train
2713,train
4694,train
4571,train
9317,train
6714,train
2075,train
1543,train
7842,train
7199,train
5069,train
9101,train
856,train
3223,train
8978,train
5232,train
5093,train
7223,train
1406,train
222,train
9892,train
6607,train
5512,train
9436,train
5010,train
1306,train
3020,train
9944,train
4177,train
7527,train
9789,train
5393,train
1176,train
8853,train
8723,train
3553,train
3173,train
2483,train
9462,train
906,train
9153,train
6914,train
3702,train
3957,train
4356,train
6671,train
4591,train
834,train
9470,train
8698,train
6263,train
1178,train
1781,train
4846,train
8538,train
1627,train
8264,train
602,train
2091,train
8035,train
2759,train
6739,train
3837,train
4082,train
6265,train
2888,train
8314,train
7249,train
5436,train
1410,train
3229,train
6383,train
1995,train
8727,train
6252,train
4643,train
1615,train
2755,train
9762,train
2559,train
707,train
4071,train
4733,train
404,train
5716,train
4109,train
9703,train
1336,train
1923,train
8808,train
303,train
6311,train
4565,train
4719,train
3158,train
6584,train
2753,train
9673,train
1534,train
5738,train
2305,train
6310,train
660,train
7667,train
7744,train
7511,train
3196,train
6849,train
8818,train
4833,train
4583,train
6368,train
9731,train
8590,train
9455,train
4110,train
9142,train
8930,train
8055,train
3377,train
3143,train
6799,train
1059,train
3930,train
4770,train
3902,train
4481,train
4657,train
5163,train
932,train
4529,train
5706,train
1499,train
3521,train
4331,train
6589,train
6592,train
8730,train
3984,train
4849,train
887,train
2219,train
775,train
2272,train
929,train
6398,train
2119,train
2430,train
8144,train
6473,train
7658,train
1853,train
2846,train
3140,train
6069,train
6422,train
169,train
2452,train
8746,train
5455,train
4138,train
5862,train
6961,train
2731,train
306,train
1202,train
9217,train
1168,train
1537,train
885,train
4742,train
1925,train
7145,train
924,train
2245,train
8406,train
7676,train
5450,train
8296,train
1826,train
3955,train
9485,train
6096,train
1728,train
8638,train
9192,train
7802,train
4501,train
1132,train
2771,train
5,train
7553,train
8353,train
942,train
3342,train
9973,train
9174,train
7247,train
2801,train
3948,train
1126,train
3527,train
9233,train
6171,train
5819,train
846,train
960,train
1190,train
1268,train
5951,train
324,train
5275,train
6493,train
5209,train
6821,train
3041,train
4954,train
1934,train
2919,train
8923,train
5801,train
177,train
4266,train
1972,train
3327,train
4839,train
2260,train
6184,train
3977,train
2691,train
6302,train
2083,train
8300,train
4086,train
1812,train
5176,train
6356,train
10003,train
5767,train
3147,train
3897,train
6581,train
7418,train
1544,train
3530,train
8497,train
4286,train
1546,train
7288,train
7107,train
3178,train
2319,train
8226,train
1657,train
7992,train
3540,train
7216,train
359,train
2156,train
2115,train
1060,train
8644,train
2228,train
505,train
6138,train
7318,train
7561,train
2644,train
1556,train
2332,train
8096,train
3544,train
3858,train
7716,train
6838,train
9001,train
2033,train
7751,train
4325,train
724,train
5112,train
3712,train
5129,train
9768,train
9322,train
6512,train
2556,train
6219,train
8757,train
2292,train
6540,train
2278,train
1491,train
1312,train
4405,train
1630,train
1956,train
9846,train
6764,train
4341,train
661,train
6211,train
2248,train
9724,train
9948,train
4163,train
5238,train
5590,train
8208,train
6155,train
8774,train
6134,train
9523,train
4231,train
5960,train
4572,train
7066,train
6389,train
7115,train
8113,train
3946,train
7875,train
1548,train
3714,train
8028,train
1223,train
9182,train
5189,train
8151,train
4897,train
5308,train
7656,train
7673,train
8404,train
6133,train
6365,train
6483,train
9988,train
4010,train
9450,train
8459,train
9031,train
2158,train
4676,train
803,train
1404,train
7055,train
3718,train
325,train
6065,train
8405,train
4729,train
2148,train
11,train
9975,train
2456,train
5786,train
8672,train
7577,train
7722,train
4386,train
5585,train
6297,train
2193,train
7721,train
8747,train
6682,train
2357,train
6060,train
3853,train
2609,train
4077,train
8158,train
7586,train
2965,train
6460,train
1909,train
2591,train
4153,train
284,train
1700,train
8789,train
3155,train
5694,train
6249,train
8838,train
2000,train
9844,train
8684,train
740,train
9396,train
5969,train
8425,train
3058,train
7010,train
861,train
699,train
7065,train
1806,train
22,train
338,train
8377,train
8569,train
3425,train
5659,train
1089,train
152,train
4899,train
8697,train
6840,train
6179,train
994,train
6588,train
9982,train
5792,train
4236,train
6300,train
2216,train
6190,train
9725,train
2394,train
6072,train
5499,train
5747,train
682,train
2513,train
7900,train
2125,train
9496,train
7825,train
5252,train
3321,train
130,train
4791,train
5070,train
690,train
9793,train
5057,train
6462,train
8715,train
5052,train
2361,train
96,train
7146,train
6056,train
6610,train
2912,train
5978,train
1136,train
7158,train
5850,train
8420,train
3887,train
4003,train
8522,train
659,train
4674,train
6484,train
1943,train
8422,train
8467,train
6687,train
7746,train
1348,train
5599,train
9562,train
6041,train
569,train
3554,train
4414,train
9108,train
6875,train
9024,train
6143,train
4556,train
5312,train
4815,train
5671,train
6988,train
2599,train
6480,train
9413,train
6867,train
9872,train
6888,train
3859,train
8485,train
7544,train
2779,train
2184,train
4438,train
1469,train
3456,train
2093,train
5551,train
2477,train
311,train
8920,train
9820,train
6668,train
7883,train
3490,train
2471,train
220,train
8843,train
9993,train
7576,train
3406,train
9176,train
2013,train
5920,train
5770,train
2304,train
5986,train
7261,train
1159,train
2066,train
8798,train
1199,train
3301,train
1200,train
6152,train
7502,train
5704,train
7031,train
4465,train
9149,train
6713,train
668,train
8549,train
9021,train
7471,train
9590,train
4902,train
1788,train
7357,train
7058,train
2183,train
4043,train
3335,train
1142,train
7571,train
6259,train
3411,train
7043,train
5395,train
3572,train
6430,train
3135,train
2448,train
8629,train
4284,train
7381,train
4192,train
992,train
7346,train
2257,train
8005,train
5824,train
4183,train
8339,train
8282,train
1583,train
4534,train
6385,train
3077,train
1175,train
9094,train
914,train
3009,train
1398,train
2204,train
3848,train
6142,train
2634,train
6168,train
2726,train
7348,train
8042,train
3218,train
4045,train
8348,train
3061,train
7616,train
5328,train
4198,train
7051,train
9343,train
7545,train
1051,train
4380,train
2142,train
5851,train
4504,train
685,train
6725,train
9830,train
180,train
3629,train
8257,train
165,train
598,train
3402,train
6656,train
6218,train
5700,train
6777,train
207,train
5861,train
7483,train
870,train
3435,train
8847,train
9495,train
5029,train
8677,train
3512,train
581,train
6293,train
5901,train
8126,train
8433,train
1354,train
5658,train
1712,train
5626,train
7315,train
2147,train
528,train
9632,train
1382,train
9379,train
6504,train
8169,train
18,train
6188,train
4451,train
2054,train
8302,train
3995,train
6046,train
6488,train
3895,train
115,train
7126,train
3605,train
1118,train
7766,train
5645,train
5948,train
5922,train
3666,train
6351,train
4811,train
6083,train
606,train
432,train
9111,train
9692,train
7472,train
5267,train
7948,train
2202,train
8400,train
3194,train
3517,train
6855,train
6851,train
3986,train
5758,train
6701,train
4292,train
5647,train
991,train
7005,train
7520,train
4526,train
9067,train
3863,train
1334,train
5571,train
3119,train
8364,train
9257,train
2740,train
8621,train
2595,train
7924,train
3585,train
9951,train
3171,train
5555,train
8547,train
3599,train
878,train
7953,train
5810,train
6394,train
4637,train
8961,train
9274,train
7743,train
8370,train
9041,train
804,train
7827,train
57,train
3208,train
6899,train
1099,train
1624,train
1814,train
5201,train
1669,train
1679,train
7017,train
968,train
2144,train
1641,train
5191,train
1960,train
4227,train
7316,train
5631,train
1901,train
73,train
3046,train
9103,train
6444,train
249,train
2633,train
5119,train
6479,train
4329,train
545,train
7560,train
2341,train
1425,train
1345,train
9876,train
4224,train
3338,train
6206,train
4879,train
2420,train
6112,train
6341,train
2043,train
5304,train
5993,train
7637,train
1121,train
8608,train
547,train
0,train
2459,train
344,train
9140,train
8100,train
3737,train
9416,train
7650,train
199,train
402,train
5937,train
5621,train
2913,train
9214,train
6996,train
1207,train
2839,train
9359,train
6137,train
5217,train
1937,train
9965,train
9631,train
3624,train
7679,train
9956,train
9866,train
6025,train
669,train
8393,train
3645,train
6470,train
7331,train
6058,train
6410,train
7816,train
9287,train
7540,train
9486,train
2512,train
4008,train
2470,train
3937,train
1605,train
8623,train
3632,train
5605,train
3921,train
7467,train
6522,train
7932,train
1369,train
6125,train
4471,train
519,train
7604,train
1486,train
9344,train
4131,train
6904,train
3418,train
4107,train
8054,train
8909,train
9356,train
4936,train
6464,train
43,train
7368,train
4714,train
5293,train
3334,train
1953,train
4563,train
4541,train
7082,train
5033,train
8945,train
7390,train
8196,train
6942,train
4013,train
3370,train
3399,train
9267,train
1597,train
3026,train
7016,train
1801,train
9391,train
7930,train
1247,train
3224,train
4430,train
1417,train
6922,train
2982,train
6524,train
7018,train
8845,train
48,train
9726,train
438,train
3429,train
8362,train
3076,train
8254,train
5311,train
7218,train
5655,train
1444,train
3748,train
4951,train
6238,train
5109,train
8630,train
5281,train
6173,train
8283,train
697,train
9936,train
8858,train
264,train
4521,train
1705,train
3277,train
7221,train
7960,train
9981,train
7152,train
34,train
2922,train
3889,train
7050,train
844,train
3933,train
8434,train
2129,train
1148,train
7956,train
1649,train
1565,train
7059,train
8604,train
4735,train
1725,train
9513,train
8448,train
616,train
2237,train
5179,train
7136,train
3508,train
7044,train
5205,train
8316,train
6284,train
1472,train
1117,train
6140,train
4681,train
7047,train
8691,train
6718,train
8373,train
3139,train
2560,train
2439,train
1091,train
342,train
3065,train
1681,train
9441,train
7671,train
5616,train
5682,train
1490,train
5799,train
2677,train
8753,train
5414,train
5385,train
9899,train
1359,train
5663,train
3864,train
7319,train
3856,train
8263,train
8451,train
1577,train
3559,train
6182,train
2403,train
6920,train
1574,train
589,train
9228,train
7940,train
8584,train
9915,train
2226,train
9220,train
3126,train
82,train
9621,train
8366,train
8383,train
3134,train
5768,train
8955,train
3531,train
4994,train
8352,train
5089,train
9774,train
8602,train
8934,train
3024,train
1271,train
326,train
7496,train
3282,train
3865,train
8018,train
4449,train
9188,train
9443,train
7049,train
217,train
1990,train
838,train
9476,train
8428,train
263,train
8103,train
1482,train
5156,train
4981,train
8910,train
8564,train
2782,train
5741,train
4159,train
9933,train
2136,train
1610,train
8471,train
5470,train
6676,train
922,train
8900,train
3750,train
5614,train
5928,train
5845,train
7532,train
6985,train
2479,train
6,train
8714,train
5472,train
4716,train
25,train
7729,train
5239,train
3293,train
2857,train
1110,train
4549,train
4079,train
8069,train
2089,train
4141,train
2533,train
1480,train
8578,train
9497,train
6835,train
6418,train
5943,train
1022,train
654,train
9946,train
9777,train
4692,train
988,train
5721,train
2651,train
6747,train
1840,train
1636,train
5140,train
291,train
1012,train
2277,train
8924,train
8859,train
5245,train
8946,train
8258,train
3298,train
5389,train
5944,train
4321,train
5352,train
5530,train
7452,train
4294,train
3880,train
8817,train
1724,train
9613,train
3496,train
1792,train
8828,train
1609,train
9804,train
815,train
1580,train
7694,train
9741,train
7588,train
1551,train
1908,train
6775,train
9813,train
7297,train
3751,train
6647,train
9090,train
9717,train
2795,train
8824,train
2534,train
4401,train
3959,train
8524,train
8531,train
6051,train
1245,train
9735,train
5654,train
3106,train
8935,train
4288,train
8291,train
1633,train
7322,train
8589,train
4092,train
3380,train
5334,train
7944,train
1631,train
9886,train
6007,train
8187,train
4058,train
2003,train
6955,train
1745,train
4442,train
8993,train
8537,train
2107,train
8125,train
9314,train
7958,train
8444,train
3033,train
7615,train
6802,train
1861,train
8219,train
7361,train
5248,train
8541,train
9173,train
7570,train
5096,train
5991,train
491,train
1504,train
7700,train
3312,train
4890,train
8165,train
2911,train
488,train
8540,train
2359,train
3992,train
8166,train
7132,train
1,train
1124,train
3177,train
4057,train
1161,train
9888,train
4628,train
3015,train
8583,train
5788,train
8841,train
3878,train
4402,train
9549,train
6530,train
3707,train
4622,train
1599,train
9854,train
4291,train
7957,train
6572,train
2793,train
8483,train
6491,train
7918,train
5466,train
1689,train
9560,train
9992,train
2586,train
8482,train
3013,train
5572,train
827,train
5058,train
5170,train
8842,train
3353,train
7097,train
9043,train
7534,train
5709,train
3393,train
481,train
2409,train
6038,train
5892,train
5441,train
6564,train
7636,train
9994,train
5383,train
2863,train
1086,train
6186,train
2627,train
750,train
3486,train
8389,train
6198,train
1989,train
9475,train
6824,train
7788,train
5086,train
2843,train
6640,train
3830,train
9802,train
1270,train
9237,train
9480,train
5771,train
5877,train
8203,train
6753,train
2070,train
9805,train
8560,train
8695,train
2532,train
3120,train
8988,train
5018,train
4350,train
5900,train
6634,train
5426,train
2181,train
2638,train
9786,train
7191,train
3802,train
6550,train
2693,train
4118,train
1808,train
4039,train
4986,train
3710,train
8992,train
7566,train
3764,train
5838,train
6353,train
2966,train
8233,train
2569,train
7262,train
3247,train
1424,train
3341,train
9714,train
3443,train
1800,train
5814,train
8127,train
7320,train
6004,train
3727,train
9264,train
1264,train
3331,train
1498,train
6652,train
7154,train
237,train
7387,train
2161,train
6763,train
2953,train
7220,train
915,train
8032,train
7681,train
3369,train
5183,train
2330,train
1929,train
3958,train
4260,train
7902,train
5077,train
2557,train
1361,train
3309,train
3728,train
5211,train
1166,train
2714,train
8563,train
2443,train
3290,train
1880,train
1757,train
8310,train
345,train
5513,train
5398,train
9051,train
389,train
2371,train
9030,train
1746,train
9136,train
4931,train
1143,train
4732,train
9812,train
2314,train
559,train
622,train
6645,train
2352,train
9860,train
4680,train
5333,train
9244,train
6979,train
9833,train
9679,train
2946,train
6839,train
4825,train
461,train
8626,train
8896,train
247,train
9447,train
2117,train
721,train
7265,train
737,train
3191,train
1883,train
8702,train
6248,train
6408,train
8132,train
8513,train
6814,train
4818,train
576,train
7105,train
3145,train
895,train
287,train
8762,train
2045,train
5569,train
1703,train
8269,train
4285,train
766,train
9661,train
3644,train
62,train
6542,train
3994,train
9755,train
1158,train
6672,train
4441,train
3733,train
7938,train
9157,train
6032,train
8234,train
8118,train
5344,train
2077,train
5488,train
364,train
8550,train
2921,train
2154,train
8265,train
7004,train
6898,train
6266,train
2529,train
1760,train
3019,train
2985,train
8116,train
3577,train
7872,train
969,train
8906,train
6884,train
6290,train
7715,train
8137,train
4365,train
9039,train
7624,train
313,train
5589,train
4249,train
15,train
3372,train
3390,train
3283,train
5467,train
8050,train
1106,train
1815,train
916,train
4513,train
3981,train
1586,train
10007,train
4759,train
1026,train
7379,train
7833,train
4966,train
5051,train
3166,train
6857,train
8575,train
6236,train
1643,train
9526,train
5612,train
4523,train
7100,train
4597,train
1698,train
8506,train
9641,train
7438,train
8094,train
630,train
4047,train
793,train
6254,train
8941,train
5708,train
8973,train
9752,train
2344,train
5827,train
7231,train
5947,train
9088,train
6665,train
7300,train
6541,train
3618,train
8453,train
5074,train
3197,train
9417,train
5797,train
2321,train
114,train
4999,train
2869,train
7730,train
4176,train
3347,train
6626,train
1567,train
3040,train
5982,train
3653,train
6105,train
3185,train
3885,train
7506,train
6949,train
1131,train
813,train
6088,train
7215,train
103,train
4562,train
3116,train
8937,train
7819,train
4098,train
4555,train
1344,train
9550,train
267,train
5881,train
4533,train
832,train
5954,train
9567,train
6580,train
542,train
4734,train
7742,train
1129,train
7965,train
8387,train
8679,train
8526,train
4406,train
4000,train
6003,train
7366,train
155,train
1297,train
6943,train
238,train
2274,train
2006,train
2743,train
2047,train
883,train
13,train
4026,train
4448,train
8191,train
4745,train
7890,train
8181,train
5904,train
2819,train
2952,train
3361,train
7093,train
7641,train
4798,train
3532,train
5642,train
2159,train
66,train
3791,train
8514,train
5087,train
786,train
5055,train
6458,train
7621,train
1708,train
9551,train
7605,train
6164,train
910,train
1614,train
4161,train
3619,train
5406,train
5421,train
8326,train
6791,train
2500,train
6865,train
8810,train
343,train
6210,train
6968,train
8407,train
2578,train
8959,train
9313,train
4600,train
6547,train
4795,train
4920,train
9280,train
9887,train
2748,train
9350,train
8521,train
1750,train
5035,train
9288,train
7149,train
572,train
1057,train
6403,train
2744,train
5942,train
5834,train
2838,train
395,train
9935,train
286,train
1964,train
8953,train
2100,train
9947,train
2516,train
9814,train
4486,train
6135,train
5634,train
2828,train
7286,train
6765,train
2686,train
2908,train
3736,train
4579,train
1352,train
7436,train
511,train
8674,train
1823,train
7867,train
9695,train
6106,train
8661,train
9354,train
4055,train
215,train
4750,train
5998,train
9584,train
6816,train
1835,train
8193,train
3886,train
7822,train
5932,train
3789,train
9502,train
8006,train
557,train
3835,train
93,train
8499,train
4011,train
8825,train
4324,train
178,train
5553,train
3655,train
7312,train
4287,train
9200,train
2861,train
2155,train
5090,train
4630,train
3100,train
1468,train
10005,train
2192,train
5653,train
4605,train
304,train
9722,train
4832,train
8594,train
496,train
5319,train
94,train
4958,train
7327,train
205,train
4955,train
8255,train
5002,train
4180,train
3640,train
8815,train
9409,train
9599,train
4921,train
6157,train
4705,train
5486,train
3142,train
7923,train
5396,train
8027,train
2527,train
2960,train
1113,train
1661,train
53,train
3003,train
3007,train
2536,train
2086,train
8694,train
4111,train
4684,train
1655,train
5997,train
3900,train
7393,train
8921,train
4173,train
4862,train
2491,train
6929,train
2842,train
7844,train
1751,train
6900,train
3103,train
2824,train
6781,train
7188,train
2034,train
4477,train
3157,train
4807,train
1828,train
4240,train
7529,train
17,train
9990,train
4810,train
6467,train
4683,train
9008,train
9998,train
981,train
2988,train
9500,train
5298,train
5620,train
399,train
4346,train
6407,train
430,train
7647,train
6258,train
1478,train
252,train
4933,train
3545,train
4568,train
3919,train
3226,train
2243,train
7478,train
3966,train
837,train
2669,train
7662,train
3087,train
2945,train
5036,train
6890,train
5314,train
7396,train
8607,train
5575,train
7661,train
7550,train
1945,train
3923,train
3672,train
9110,train
1204,train
3471,train
5818,train
2399,train
5676,train
9269,train
7780,train
3002,train
2967,train
4239,train
710,train
6874,train
3706,train
2264,train
7207,train
6039,train
9002,train
1275,train
8631,train
507,train
7358,train
2472,train
3084,train
9859,train
2048,train
1209,train
5178,train
7169,train
9516,train
3649,train
1048,train
5193,train
5693,train
9853,train
5717,train
9488,train
890,train
4243,train
4866,train
4923,train
3870,train
2770,train
8129,train
1138,train
8511,train
4374,train
2176,train
3439,train
4221,train
9273,train
3561,train
8183,train
9044,train
4137,train
8438,train
2883,train
1673,train
1622,train
6118,train
2932,train
3308,train
2338,train
3999,train
8763,train
1735,train
1999,train
8628,train
192,train
8345,train
1421,train
5017,train
979,train
5126,train
3466,train
8905,train
949,train
4758,train
2328,train
9104,train
8192,train
2425,train
1242,train
4168,train
4262,train
9849,train
5162,train
735,train
1802,train
5474,train
552,train
568,train
1326,train
1056,train
7837,train
517,train
2060,train
9271,train
2729,train
5060,train
6382,train
6556,train
9478,train
3201,train
5724,train
4052,train
394,train
4837,train
2503,train
9492,train
5121,train
2039,train
526,train
4790,train
3646,train
4566,train
268,train
8249,train
5580,train
674,train
993,train
307,train
5284,train
7773,train
5846,train
6664,train
3542,train
5056,train
1879,train
6727,train
8811,train
5628,train
6393,train
3206,train
3564,train
3904,train
5326,train
1608,train
8700,train
7130,train
4062,train
9531,train
1796,train
3982,train
3755,train
2186,train
9862,train
2363,train
6241,train
9373,train
8662,train
3801,train
3295,train
411,train
5345,train
6812,train
7454,train
8498,train
6342,train
2615,train
9609,train
2817,train
9382,train
5340,train
6281,train
5120,train
9905,train
1739,train
1492,train
6147,train
6317,train
4253,train
970,train
7972,train
373,train
8210,train
301,train
7943,train
3317,train
3934,train
2668,train
3057,train
4713,train
5141,train
7491,train
599,train
9473,train
3356,train
8660,train
585,train
1762,train
6659,train
4019,train
2249,train
8391,train
3085,train
4398,train
6571,train
6434,train
8156,train
2014,train
1845,train
3595,train
2096,train
892,train
1347,train
2198,train
7709,train
8752,train
4280,train
5042,train
6925,train
1519,train
8112,train
5570,train
6558,train
4828,train
1005,train
369,train
2360,train
504,train
2336,train
3110,train
2268,train
5956,train
728,train
2970,train
812,train
9239,train
8088,train
7698,train
7906,train
4898,train
437,train
9589,train
7280,train
6018,train
5703,train
1785,train
6228,train
2160,train
512,train
1982,train
75,train
6103,train
4809,train
798,train
6443,train
5925,train
8259,train
8481,train
7871,train
317,train
6150,train
7397,train
240,train
6015,train
3782,train
1547,train
7719,train
2897,train
2664,train
54,train
4169,train
6878,train
7008,train
4464,train
3405,train
1368,train
6267,train
9328,train
4918,train
5043,train
9890,train
2518,train
1021,train
7793,train
8201,train
3367,train
4362,train
9688,train
3829,train
1874,train
7820,train
3265,train
1311,train
1928,train
4858,train
4509,train
5902,train
2124,train
6489,train
7725,train
4428,train
2543,train
2573,train
4244,train
6500,train
1475,train
475,train
723,train
2597,train
4869,train
2874,train
8734,train
7733,train
6274,train
2706,train
422,train
7305,train
5261,train
3705,train
8439,train
4940,train
3368,train
6811,train
8519,train
831,train
362,train
5637,train
4539,train
7786,train
5135,train
2293,train
8463,train
3776,train
8217,train
1070,train
2660,train
7365,train
3787,train
4134,val
9407,val
1231,val
8863,val
5988,val
2017,val
8995,val
8938,val
5040,val
5322,val
8149,val
5148,val
1080,val
9251,val
466,val
638,val
5185,val
8618,val
7922,val
384,val
6666,val
868,val
3862,val
5494,val
6677,val
7476,val
1290,val
2255,val
9349,val
1926,val
2358,val
5728,val
5883,val
2289,val
3261,val
4024,val
1647,val
6954,val
8104,val
2112,val
1195,val
6323,val
8572,val
3626,val
7034,val
2168,val
8803,val
9917,val
7203,val
3209,val
9479,val
1798,val
6197,val
5835,val
7961,val
9223,val
7687,val
2590,val
7644,val
8494,val
2369,val
8315,val
392,val
5200,val
280,val
3280,val
1817,val
1043,val
6144,val
8559,val
6622,val
8601,val
3025,val
1119,val
172,val
1337,val
3333,val
4737,val
8067,val
9566,val
2324,val
2736,val
7347,val
97,val
8190,val
2878,val
7427,val
5478,val
7138,val
509,val
3846,val
4359,val
2623,val
7997,val
6755,val
8133,val
2588,val
7996,val
176,val
6503,val
6692,val
7840,val
4418,val
5327,val
64,val
3287,val
8503,val
1867,val
3642,val
5550,val
2836,val
810,val
9723,val
7993,val
5519,val
2468,val
9227,val
427,val
5268,val
128,val
8622,val
9659,val
1536,val
3979,val
9467,val
9308,val
5567,val
516,val
4273,val
6644,val
4112,val
3376,val
202,val
378,val
3974,val
8772,val
46,val
595,val
1457,val
871,val
8238,val
5911,val
2558,val
9430,val
158,val
5419,val
5776,val
4179,val
5793,val
3522,val
7192,val
7241,val
1324,val
4484,val
8650,val
7692,val
7488,val
5430,val
8649,val
907,val
4550,val
9102,val
6738,val
4606,val
1957,val
3255,val
862,val
108,val
5371,val
5746,val
808,val
7876,val
4190,val
7011,val
2035,val
1959,val
5930,val
1797,val
2418,val
4081,val
9199,val
7556,val
7810,val
2754,val
8197,val
7505,val
1044,val
672,val
1685,val
5330,val
3575,val
282,val
4213,val
4318,val
6749,val
4634,val
2511,val
6110,val
3001,val
9138,val
3195,val
5249,val
2426,val
694,val
6734,val
7384,val
7090,val
2611,val
7023,val
6022,val
9415,val
2162,val
3756,val
6455,val
5390,val
8620,val
3035,val
5355,val
3520,val
4373,val
4603,val
2568,val
3769,val
1228,val
1250,val
8038,val
9197,val
698,val
3192,val
9315,val
7088,val
9850,val
3701,val
1749,val
1293,val
2385,val
418,val
5172,val
4502,val
3310,val
7236,val
4199,val
241,val
8804,val
9533,val
2026,val
2515,val
1876,val
7980,val
6992,val
7625,val
6735,val
1470,val
3524,val
9651,val
5691,val
1261,val
1442,val
244,val
5085,val
4468,val
10004,val
8417,val
3911,val
5181,val
9908,val
8880,val
3132,val
334,val
3010,val
4157,val
9633,val
8358,val
6475,val
5695,val
7651,val
4119,val
1533,val
9082,val
2884,val
5299,val
7889,val
1189,val
8680,val
3620,val
1179,val
1766,val
1253,val
9170,val
6222,val
5291,val
2340,val
1701,val
2614,val
6333,val
6474,val
7389,val
9132,val
6185,val
7555,val
7857,val
7971,val
1704,val
8319,val
9515,val
8794,val
865,val
4824,val
7978,val
9259,val
145,val
941,val
9007,val
3469,val
3122,val
7485,val
4351,val
1408,val
8749,val
3797,val
7119,val
8693,val
7897,val
8971,val
6195,val
2487,val
7238,val
8932,val
6998,val
4710,val
7559,val
6792,val
275,val
7657,val
5011,val
9061,val
8009,val
7590,val
7690,val
2972,val
5199,val
3566,val
4352,val
6336,val
3568,val
1665,val
8664,val
7633,val
6941,val
3397,val
1365,val
400,val
3451,val
6724,val
6576,val
7101,val
4205,val
9753,val
2702,val
4725,val
2476,val
7147,val
5297,val
3651,val
3569,val
9536,val
5952,val
5482,val
7421,val
6363,val
8375,val
8968,val
6529,val
1055,val
7878,val
7756,val
7369,val
4647,val
2757,val
2834,val
2678,val
8342,val
3794,val
4204,val
957,val
6401,val
850,val
9117,val
9444,val
3790,val
2398,val
3296,val
1717,val
7784,val
8904,val
154,val
8805,val
6476,val
8979,val
6433,val
4667,val
6726,val
8927,val
1450,val
4961,val
2837,val
7410,val
2440,val
6271,val
2081,val
6360,val
1304,val
8865,val
693,val
1284,val
3909,val
675,val
6876,val
1568,val
8994,val
2596,val
613,val
8014,val
4712,val
6166,val
5339,val
9831,val
9365,val
6948,val
1731,val
9463,val
2653,val
7758,val
1670,val
9822,val
3256,val
3998,val
1216,val
412,val
2814,val
5564,val
8816,val
7775,val
7198,val
5895,val
4817,val
3970,val
40,val
5886,val
7177,val
6066,val
1054,val
8470,val
7510,val
8288,val
3036,val
676,val
9571,val
9711,val
530,val
5372,val
3476,val
1318,val
7705,val
5483,val
8053,val
7356,val
1596,val
5938,val
5751,val
4327,val
1931,val
2805,val
7447,val
9332,val
113,val
7526,val
7768,val
9072,val
3722,val
5440,val
8922,val
5061,val
5025,val
5313,val
3148,val
9294,val
9694,val
1114,val
8418,val
3248,val
3430,val
2524,val
3578,val
851,val
6868,val
8558,val
9879,val
7228,val
3306,val
7364,val
6722,val
9037,val
8903,val
7508,val
6320,val
9823,val
4087,val
9159,val
6981,val
8295,val
8737,val
1753,val
5779,val
9874,val
9205,val
1229,val
2719,val
7707,val
7737,val
2579,val
9255,val
8576,val
7509,val
139,val
5113,val
8790,val
864,val
4620,val
7400,val
3693,val
4185,val
1570,val
6613,val
3914,val
8063,val
2190,val
5329,val
6487,val
9290,val
3743,val
8655,val
6720,val
4208,val
9587,val
4381,val
9826,val
6977,val
9825,val
1351,val
2049,val
1659,val
371,val
7805,val
2554,val
5022,val
5007,val
4217,val
