sentence_id,sentence,n_digits
b_5218,large green 3607,4
b_5219,large yellow 3607,4
b_5220,small red 3607,4
b_5221,small blue 3607,4
b_5222,small green 3607,4
b_5223,small yellow 3607,4
b_5224,large red 8777,4
b_5225,large blue 8777,4
b_5226,large green 8777,4
b_5227,large yellow 8777,4
b_5228,small red 8777,4
b_5229,small blue 8777,4
b_5230,small green 8777,4
b_5231,small yellow 8777,4
b_5232,large red 8373,4
b_5233,large blue 8373,4
b_5234,large green 8373,4
b_5235,large yellow 8373,4
b_5236,small red 8373,4
b_5237,small blue 8373,4
b_5238,small green 8373,4
b_5239,small yellow 8373,4
b_5240,large red 5246,4
b_5241,large blue 5246,4
b_5242,large green 5246,4
b_5243,large yellow 5246,4
b_5244,small red 5246,4
b_5245,small blue 5246,4
b_5246,small green 5246,4
b_5247,small yellow 5246,4
b_5248,large red 5050,4
b_5249,large blue 5050,4
b_5250,large green 5050,4
b_5251,large yellow 5050,4
b_5252,small red 5050,4
b_5253,small blue 5050,4
b_5254,small green 5050,4
b_5255,small yellow 5050,4
b_5256,large red 5543,4
b_5257,large blue 5543,4
b_5258,large green 5543,4
b_5259,large yellow 5543,4
b_5260,small red 5543,4
b_5261,small blue 5543,4
b_5262,small green 5543,4
b_5263,small yellow 5543,4
b_5264,large red 9540,4
b_5265,large blue 9540,4
b_5266,large green 9540,4
b_5267,large yellow 9540,4
b_5268,small red 9540,4
b_5269,small blue 9540,4
b_5270,small green 9540,4
b_5271,small yellow 9540,4
b_5272,large red 8939,4
b_5273,large blue 8939,4
b_5274,large green 8939,4
b_5275,large yellow 8939,4
b_5276,small red 8939,4
b_5277,small blue 8939,4
b_5278,small green 8939,4
b_5279,small yellow 8939,4
b_5280,large red 4919,4
b_5281,large blue 4919,4
b_5282,large green 4919,4
b_5283,large yellow 4919,4
b_5284,small red 4919,4
b_5285,small blue 4919,4
b_5286,small green 4919,4
b_5287,small yellow 4919,4
b_5288,large red 5499,4
b_5289,large blue 5499,4
b_5290,large green 5499,4
b_5291,large yellow 5499,4
b_5292,small red 5499,4
b_5293,small blue 5499,4
b_5294,small green 5499,4
b_5295,small yellow 5499,4
b_5296,large red 8206,4
b_5297,large blue 8206,4
b_5298,large green 8206,4
b_5299,large yellow 8206,4
b_5300,small red 8206,4
b_5301,small blue 8206,4
b_5302,small green 8206,4
b_5303,small yellow 8206,4
b_5304,large red 2269,4
b_5305,large blue 2269,4
b_5306,large green 2269,4
b_5307,large yellow 2269,4
b_5308,small red 2269,4
b_5309,small blue 2269,4
b_5310,small green 2269,4
b_5311,small yellow 2269,4
b_5312,large red 5681,4
b_5313,large blue 5681,4
b_5314,large green 5681,4
b_5315,large yellow 5681,4
b_5316,small red 5681,4
b_5317,small blue 5681,4
b_5318,small green 5681,4
b_5319,small yellow 5681,4
b_5320,large red 4841,4
b_5321,large blue 4841,4
b_5322,large green 4841,4
b_5323,large yellow 4841,4
b_5324,small red 4841,4
b_5325,small blue 4841,4
b_5326,small green 4841,4
b_5327,small yellow 4841,4
b_5328,large red 5451,4
b_5329,large blue 5451,4
b_5330,large green 5451,4
b_5331,large yellow 5451,4
b_5332,small red 5451,4
b_5333,small blue 5451,4
b_5334,small green 5451,4
b_5335,small yellow 5451,4
b_5336,large red 6502,4
b_5337,large blue 6502,4
b_5338,large green 6502,4
b_5339,large yellow 6502,4
b_5340,small red 6502,4
b_5341,small blue 6502,4
b_5342,small green 6502,4
b_5343,small yellow 6502,4
b_5344,large red 6238,4
b_5345,large blue 6238,4
b_5346,large green 6238,4
b_5347,large yellow 6238,4
b_5348,small red 6238,4
b_5349,small blue 6238,4
b_5350,small green 6238,4
b_5351,small yellow 6238,4
b_5352,large red 9849,4
b_5353,large blue 9849,4
b_5354,large green 9849,4
b_5355,large yellow 9849,4
b_5356,small red 9849,4
b_5357,small blue 9849,4
b_5358,small green 9849,4
b_5359,small yellow 9849,4
b_5360,large red 2320,4
b_5361,large blue 2320,4
b_5362,large green 2320,4
b_5363,large yellow 2320,4
b_5364,small red 2320,4
b_5365,small blue 2320,4
b_5366,small green 2320,4
b_5367,small yellow 2320,4
b_5368,large red 3267,4
b_5369,large blue 3267,4
b_5370,large green 3267,4
b_5371,large yellow 3267,4
b_5372,small red 3267,4
b_5373,small blue 3267,4
b_5374,small green 3267,4
b_5375,small yellow 3267,4
b_5376,large red 3471,4
b_5377,large blue 3471,4
b_5378,large green 3471,4
b_5379,large yellow 3471,4
b_5380,small red 3471,4
b_5381,small blue 3471,4
b_5382,small green 3471,4
b_5383,small yellow 3471,4
b_5384,large red 4788,4
b_5385,large blue 4788,4
b_5386,large green 4788,4
b_5387,large yellow 4788,4
b_5388,small red 4788,4
b_5389,small blue 4788,4
b_5390,small green 4788,4
b_5391,small yellow 4788,4
b_5392,large red 7275,4
b_5393,large blue 7275,4
b_5394,large green 7275,4
b_5395,large yellow 7275,4
b_5396,small red 7275,4
b_5397,small blue 7275,4
b_5398,small green 7275,4
b_5399,small yellow 7275,4
b_5400,large red 30028,5
b_5401,large blue 30028,5
b_5402,large green 30028,5
b_5403,large yellow 30028,5
b_5404,small red 30028,5
b_5405,small blue 30028,5
b_5406,small green 30028,5
b_5407,small yellow 30028,5
b_5408,large red 38043,5
b_5409,large blue 38043,5
b_5410,large green 38043,5
b_5411,large yellow 38043,5
b_5412,small red 38043,5
b_5413,small blue 38043,5
b_5414,small green 38043,5
b_5415,small yellow 38043,5
b_5416,large red 18418,5
b_5417,large blue 18418,5
b_5418,large green 18418,5
b_5419,large yellow 18418,5
b_5420,small red 18418,5
b_5421,small blue 18418,5
b_5422,small green 18418,5
b_5423,small yellow 18418,5
b_5424,large red 64377,5
b_5425,large blue 64377,5
b_5426,large green 64377,5
b_5427,large yellow 64377,5
b_5428,small red 64377,5
b_5429,small blue 64377,5
b_5430,small green 64377,5
b_5431,small yellow 64377,5
b_5432,large red 63424,5
b_5433,large blue 63424,5
b_5434,large green 63424,5
b_5435,large yellow 63424,5
b_5436,small red 63424,5
b_5437,small blue 63424,5
b_5438,small green 63424,5
b_5439,small yellow 63424,5
b_5440,large red 53369,5
b_5441,large blue 53369,5
b_5442,large green 53369,5
b_5443,large yellow 53369,5
b_5444,small red 53369,5
b_5445,small blue 53369,5
b_5446,small green 53369,5
b_5447,small yellow 53369,5
b_5448,large red 81121,5
b_5449,large blue 81121,5
b_5450,large green 81121,5
b_5451,large yellow 81121,5
b_5452,small red 81121,5
b_5453,small blue 81121,5
b_5454,small green 81121,5
b_5455,small yellow 81121,5
b_5456,large red 71069,5
b_5457,large blue 71069,5
b_5458,large green 71069,5
b_5459,large yellow 71069,5
b_5460,small red 71069,5
b_5461,small blue 71069,5
b_5462,small green 71069,5
b_5463,small yellow 71069,5
b_5464,large red 64496,5
b_5465,large blue 64496,5
b_5466,large green 64496,5
b_5467,large yellow 64496,5
b_5468,small red 64496,5
b_5469,small blue 64496,5
b_5470,small green 64496,5
b_5471,small yellow 64496,5
b_5472,large red 18161,5
b_5473,large blue 18161,5
b_5474,large green 18161,5
b_5475,large yellow 18161,5
b_5476,small red 18161,5
b_5477,small blue 18161,5
b_5478,small green 18161,5
b_5479,small yellow 18161,5
b_5480,large red 37110,5
b_5481,large blue 37110,5
b_5482,large green 37110,5
b_5483,large yellow 37110,5
b_5484,small red 37110,5
b_5485,small blue 37110,5
b_5486,small green 37110,5
b_5487,small yellow 37110,5
b_5488,large red 65069,5
b_5489,large blue 65069,5
b_5490,large green 65069,5
b_5491,large yellow 65069,5
b_5492,small red 65069,5
b_5493,small blue 65069,5
b_5494,small green 65069,5
b_5495,small yellow 65069,5
b_5496,large red 61049,5
b_5497,large blue 61049,5
b_5498,large green 61049,5
b_5499,large yellow 61049,5
b_5500,small red 61049,5
b_5501,small blue 61049,5
b_5502,small green 61049,5
b_5503,small yellow 61049,5
b_5504,large red 86556,5
b_5505,large blue 86556,5
b_5506,large green 86556,5
b_5507,large yellow 86556,5
b_5508,small red 86556,5
b_5509,small blue 86556,5
b_5510,small green 86556,5
b_5511,small yellow 86556,5
b_5512,large red 12560,5
b_5513,large blue 12560,5
b_5514,large green 12560,5
b_5515,large yellow 12560,5
b_5516,small red 12560,5
b_5517,small blue 12560,5
b_5518,small green 12560,5
b_5519,small yellow 12560,5
b_5520,large red 85456,5
b_5521,large blue 85456,5
b_5522,large green 85456,5
b_5523,large yellow 85456,5
b_5524,small red 85456,5
b_5525,small blue 85456,5
b_5526,small green 85456,5
b_5527,small yellow 85456,5
b_5528,large red 59857,5
b_5529,large blue 59857,5
b_5530,large green 59857,5
b_5531,large yellow 59857,5
b_5532,small red 59857,5
b_5533,small blue 59857,5
b_5534,small green 59857,5
b_5535,small yellow 59857,5
b_5536,large red 72518,5
b_5537,large blue 72518,5
b_5538,large green 72518,5
b_5539,large yellow 72518,5
b_5540,small red 72518,5
b_5541,small blue 72518,5
b_5542,small green 72518,5
b_5543,small yellow 72518,5
b_5544,large red 10772,5
b_5545,large blue 10772,5
b_5546,large green 10772,5
b_5547,large yellow 10772,5
b_5548,small red 10772,5
b_5549,small blue 10772,5
b_5550,small green 10772,5
b_5551,small yellow 10772,5
b_5552,large red 56105,5
b_5553,large blue 56105,5
b_5554,large green 56105,5
b_5555,large yellow 56105,5
b_5556,small red 56105,5
b_5557,small blue 56105,5
b_5558,small green 56105,5
b_5559,small yellow 56105,5
b_5560,large red 49139,5
b_5561,large blue 49139,5
b_5562,large green 49139,5
b_5563,large yellow 49139,5
b_5564,small red 49139,5
b_5565,small blue 49139,5
b_5566,small green 49139,5
b_5567,small yellow 49139,5
b_5568,large red 61116,5
b_5569,large blue 61116,5
b_5570,large green 61116,5
b_5571,large yellow 61116,5
b_5572,small red 61116,5
b_5573,small blue 61116,5
b_5574,small green 61116,5
b_5575,small yellow 61116,5
b_5576,large red 64921,5
b_5577,large blue 64921,5
b_5578,large green 64921,5
b_5579,large yellow 64921,5
b_5580,small red 64921,5
b_5581,small blue 64921,5
b_5582,small green 64921,5
b_5583,small yellow 64921,5
b_5584,large red 80545,5
b_5585,large blue 80545,5
b_5586,large green 80545,5
b_5587,large yellow 80545,5
b_5588,small red 80545,5
b_5589,small blue 80545,5
b_5590,small green 80545,5
b_5591,small yellow 80545,5
b_5592,large red 81582,5
b_5593,large blue 81582,5
b_5594,large green 81582,5
b_5595,large yellow 81582,5
b_5596,small red 81582,5
b_5597,small blue 81582,5
b_5598,small green 81582,5
b_5599,small yellow 81582,5
b_5600,large red 89069,5
b_5601,large blue 89069,5
b_5602,large green 89069,5
b_5603,large yellow 89069,5
b_5604,small red 89069,5
b_5605,small blue 89069,5
b_5606,small green 89069,5
b_5607,small yellow 89069,5
b_5608,large red 38906,5
b_5609,large blue 38906,5
b_5610,large green 38906,5
b_5611,large yellow 38906,5
b_5612,small red 38906,5
b_5613,small blue 38906,5
b_5614,small green 38906,5
b_5615,small yellow 38906,5
b_5616,large red 73993,5
b_5617,large blue 73993,5
b_5618,large green 73993,5
b_5619,large yellow 73993,5
b_5620,small red 73993,5
b_5621,small blue 73993,5
b_5622,small green 73993,5
b_5623,small yellow 73993,5
b_5624,large red 38760,5
b_5625,large blue 38760,5
b_5626,large green 38760,5
b_5627,large yellow 38760,5
b_5628,small red 38760,5
b_5629,small blue 38760,5
b_5630,small green 38760,5
b_5631,small yellow 38760,5
b_5632,large red 45774,5
b_5633,large blue 45774,5
b_5634,large green 45774,5
b_5635,large yellow 45774,5
b_5636,small red 45774,5
b_5637,small blue 45774,5
b_5638,small green 45774,5
b_5639,small yellow 45774,5
b_5640,large red 67125,5
b_5641,large blue 67125,5
b_5642,large green 67125,5
b_5643,large yellow 67125,5
b_5644,small red 67125,5
b_5645,small blue 67125,5
b_5646,small green 67125,5
b_5647,small yellow 67125,5
b_5648,large red 73654,5
b_5649,large blue 73654,5
b_5650,large green 73654,5
b_5651,large yellow 73654,5
b_5652,small red 73654,5
b_5653,small blue 73654,5
b_5654,small green 73654,5
b_5655,small yellow 73654,5
b_5656,large red 13804,5
b_5657,large blue 13804,5
b_5658,large green 13804,5
b_5659,large yellow 13804,5
b_5660,small red 13804,5
b_5661,small blue 13804,5
b_5662,small green 13804,5
b_5663,small yellow 13804,5
b_5664,large red 60968,5
b_5665,large blue 60968,5
b_5666,large green 60968,5
b_5667,large yellow 60968,5
b_5668,small red 60968,5
b_5669,small blue 60968,5
b_5670,small green 60968,5
b_5671,small yellow 60968,5
b_5672,large red 54057,5
b_5673,large blue 54057,5
b_5674,large green 54057,5
b_5675,large yellow 54057,5
b_5676,small red 54057,5
b_5677,small blue 54057,5
b_5678,small green 54057,5
b_5679,small yellow 54057,5
b_5680,large red 97670,5
b_5681,large blue 97670,5
b_5682,large green 97670,5
b_5683,large yellow 97670,5
b_5684,small red 97670,5
b_5685,small blue 97670,5
b_5686,small green 97670,5
b_5687,small yellow 97670,5
b_5688,large red 99016,5
b_5689,large blue 99016,5
b_5690,large green 99016,5
b_5691,large yellow 99016,5
b_5692,small red 99016,5
b_5693,small blue 99016,5
b_5694,small green 99016,5
b_5695,small yellow 99016,5
b_5696,large red 62994,5
b_5697,large blue 62994,5
b_5698,large green 62994,5
b_5699,large yellow 62994,5
b_5700,small red 62994,5
b_5701,small blue 62994,5
b_5702,small green 62994,5
b_5703,small yellow 62994,5
b_5704,large red 31632,5
b_5705,large blue 31632,5
b_5706,large green 31632,5
b_5707,large yellow 31632,5
b_5708,small red 31632,5
b_5709,small blue 31632,5
b_5710,small green 31632,5
b_5711,small yellow 31632,5
b_5712,large red 71261,5
b_5713,large blue 71261,5
b_5714,large green 71261,5
b_5715,large yellow 71261,5
b_5716,small red 71261,5
b_5717,small blue 71261,5
b_5718,small green 71261,5
b_5719,small yellow 71261,5
b_5720,large red 26728,5
b_5721,large blue 26728,5
b_5722,large green 26728,5
b_5723,large yellow 26728,5
b_5724,small red 26728,5
b_5725,small blue 26728,5
b_5726,small green 26728,5
b_5727,small yellow 26728,5
b_5728,large red 91560,5
b_5729,large blue 91560,5
b_5730,large green 91560,5
b_5731,large yellow 91560,5
b_5732,small red 91560,5
b_5733,small blue 91560,5
b_5734,small green 91560,5
b_5735,small yellow 91560,5
b_5736,large red 80008,5
b_5737,large blue 80008,5
b_5738,large green 80008,5
b_5739,large yellow 80008,5
b_5740,small red 80008,5
b_5741,small blue 80008,5
b_5742,small green 80008,5
b_5743,small yellow 80008,5
b_5744,large red 13534,5
b_5745,large blue 13534,5
b_5746,large green 13534,5
b_5747,large yellow 13534,5
b_5748,small red 13534,5
b_5749,small blue 13534,5
b_5750,small green 13534,5
b_5751,small yellow 13534,5
b_5752,large red 61645,5
b_5753,large blue 61645,5
b_5754,large green 61645,5
b_5755,large yellow 61645,5
b_5756,small red 61645,5
b_5757,small blue 61645,5
b_5758,small green 61645,5
b_5759,small yellow 61645,5
b_5760,large red 87580,5
b_5761,large blue 87580,5
b_5762,large green 87580,5
b_5763,large yellow 87580,5
b_5764,small red 87580,5
b_5765,small blue 87580,5
b_5766,small green 87580,5
b_5767,small yellow 87580,5
b_5768,large red 83975,5
b_5769,large blue 83975,5
b_5770,large green 83975,5
b_5771,large yellow 83975,5
b_5772,small red 83975,5
b_5773,small blue 83975,5
b_5774,small green 83975,5
b_5775,small yellow 83975,5
b_5776,large red 96900,5
b_5777,large blue 96900,5
b_5778,large green 96900,5
b_5779,large yellow 96900,5
b_5780,small red 96900,5
b_5781,small blue 96900,5
b_5782,small green 96900,5
b_5783,small yellow 96900,5
b_5784,large red 13552,5
b_5785,large blue 13552,5
b_5786,large green 13552,5
b_5787,large yellow 13552,5
b_5788,small red 13552,5
b_5789,small blue 13552,5
b_5790,small green 13552,5
b_5791,small yellow 13552,5
b_5792,large red 21003,5
b_5793,large blue 21003,5
b_5794,large green 21003,5
b_5795,large yellow 21003,5
b_5796,small red 21003,5
b_5797,small blue 21003,5
b_5798,small green 21003,5
b_5799,small yellow 21003,5
b_5800,large red 94246,5
b_5801,large blue 94246,5
b_5802,large green 94246,5
b_5803,large yellow 94246,5
b_5804,small red 94246,5
b_5805,small blue 94246,5
b_5806,small green 94246,5
b_5807,small yellow 94246,5
b_5808,large red 66179,5
b_5809,large blue 66179,5
b_5810,large green 66179,5
b_5811,large yellow 66179,5
b_5812,small red 66179,5
b_5813,small blue 66179,5
b_5814,small green 66179,5
b_5815,small yellow 66179,5
b_5816,large red 27786,5
b_5817,large blue 27786,5
b_5818,large green 27786,5
b_5819,large yellow 27786,5
b_5820,small red 27786,5
b_5821,small blue 27786,5
b_5822,small green 27786,5
b_5823,small yellow 27786,5
b_5824,large red 70515,5
b_5825,large blue 70515,5
b_5826,large green 70515,5
b_5827,large yellow 70515,5
b_5828,small red 70515,5
b_5829,small blue 70515,5
b_5830,small green 70515,5
b_5831,small yellow 70515,5
b_5832,large red 33819,5
b_5833,large blue 33819,5
b_5834,large green 33819,5
b_5835,large yellow 33819,5
b_5836,small red 33819,5
b_5837,small blue 33819,5
b_5838,small green 33819,5
b_5839,small yellow 33819,5
b_5840,large red 16590,5
b_5841,large blue 16590,5
b_5842,large green 16590,5
b_5843,large yellow 16590,5
b_5844,small red 16590,5
b_5845,small blue 16590,5
b_5846,small green 16590,5
b_5847,small yellow 16590,5
b_5848,large red 44099,5
b_5849,large blue 44099,5
b_5850,large green 44099,5
b_5851,large yellow 44099,5
b_5852,small red 44099,5
b_5853,small blue 44099,5
b_5854,small green 44099,5
b_5855,small yellow 44099,5
b_5856,large red 59689,5
b_5857,large blue 59689,5
b_5858,large green 59689,5
b_5859,large yellow 59689,5
b_5860,small red 59689,5
b_5861,small blue 59689,5
b_5862,small green 59689,5
b_5863,small yellow 59689,5
b_5864,large red 52906,5
b_5865,large blue 52906,5
b_5866,large green 52906,5
b_5867,large yellow 52906,5
b_5868,small red 52906,5
b_5869,small blue 52906,5
b_5870,small green 52906,5
b_5871,small yellow 52906,5
b_5872,large red 37742,5
b_5873,large blue 37742,5
b_5874,large green 37742,5
b_5875,large yellow 37742,5
b_5876,small red 37742,5
b_5877,small blue 37742,5
b_5878,small green 37742,5
b_5879,small yellow 37742,5
b_5880,large red 69598,5
b_5881,large blue 69598,5
b_5882,large green 69598,5
b_5883,large yellow 69598,5
b_5884,small red 69598,5
b_5885,small blue 69598,5
b_5886,small green 69598,5
b_5887,small yellow 69598,5
b_5888,large red 52840,5
b_5889,large blue 52840,5
b_5890,large green 52840,5
b_5891,large yellow 52840,5
b_5892,small red 52840,5
b_5893,small blue 52840,5
b_5894,small green 52840,5
b_5895,small yellow 52840,5
b_5896,large red 54236,5
b_5897,large blue 54236,5
b_5898,large green 54236,5
b_5899,large yellow 54236,5
b_5900,small red 54236,5
b_5901,small blue 54236,5
b_5902,small green 54236,5
b_5903,small yellow 54236,5
b_5904,large red 59692,5
b_5905,large blue 59692,5
b_5906,large green 59692,5
b_5907,large yellow 59692,5
b_5908,small red 59692,5
b_5909,small blue 59692,5
b_5910,small green 59692,5
b_5911,small yellow 59692,5
b_5912,large red 46471,5
b_5913,large blue 46471,5
b_5914,large green 46471,5
b_5915,large yellow 46471,5
b_5916,small red 46471,5
b_5917,small blue 46471,5
b_5918,small green 46471,5
b_5919,small yellow 46471,5
b_5920,large red 65255,5
b_5921,large blue 65255,5
b_5922,large green 65255,5
b_5923,large yellow 65255,5
b_5924,small red 65255,5
b_5925,small blue 65255,5
b_5926,small green 65255,5
b_5927,small yellow 65255,5
b_5928,large red 43065,5
b_5929,large blue 43065,5
b_5930,large green 43065,5
b_5931,large yellow 43065,5
b_5932,small red 43065,5
b_5933,small blue 43065,5
b_5934,small green 43065,5
b_5935,small yellow 43065,5
b_5936,large red 20735,5
b_5937,large blue 20735,5
b_5938,large green 20735,5
b_5939,large yellow 20735,5
b_5940,small red 20735,5
b_5941,small blue 20735,5
b_5942,small green 20735,5
b_5943,small yellow 20735,5
b_5944,large red 71644,5
b_5945,large blue 71644,5
b_5946,large green 71644,5
b_5947,large yellow 71644,5
b_5948,small red 71644,5
b_5949,small blue 71644,5
b_5950,small green 71644,5
b_5951,small yellow 71644,5
b_5952,large red 12540,5
b_5953,large blue 12540,5
b_5954,large green 12540,5
b_5955,large yellow 12540,5
b_5956,small red 12540,5
b_5957,small blue 12540,5
b_5958,small green 12540,5
b_5959,small yellow 12540,5
b_5960,large red 80702,5
b_5961,large blue 80702,5
b_5962,large green 80702,5
b_5963,large yellow 80702,5
b_5964,small red 80702,5
b_5965,small blue 80702,5
b_5966,small green 80702,5
b_5967,small yellow 80702,5
b_5968,large red 16826,5
b_5969,large blue 16826,5
b_5970,large green 16826,5
b_5971,large yellow 16826,5
b_5972,small red 16826,5
b_5973,small blue 16826,5
b_5974,small green 16826,5
b_5975,small yellow 16826,5
b_5976,large red 55870,5
b_5977,large blue 55870,5
b_5978,large green 55870,5
b_5979,large yellow 55870,5
b_5980,small red 55870,5
b_5981,small blue 55870,5
b_5982,small green 55870,5
b_5983,small yellow 55870,5
b_5984,large red 39389,5
b_5985,large blue 39389,5
b_5986,large green 39389,5
b_5987,large yellow 39389,5
b_5988,small red 39389,5
b_5989,small blue 39389,5
b_5990,small green 39389,5
b_5991,small yellow 39389,5
b_5992,large red 95215,5
b_5993,large blue 95215,5
b_5994,large green 95215,5
b_5995,large yellow 95215,5
b_5996,small red 95215,5
b_5997,small blue 95215,5
b_5998,small green 95215,5
b_5999,small yellow 95215,5
b_6000,large red 18993,5
b_6001,large blue 18993,5
b_6002,large green 18993,5
b_6003,large yellow 18993,5
b_6004,small red 18993,5
b_6005,small blue 18993,5
b_6006,small green 18993,5
b_6007,small yellow 18993,5
b_6008,large red 95426,5
b_6009,large blue 95426,5
b_6010,large green 95426,5
b_6011,large yellow 95426,5
b_6012,small red 95426,5
b_6013,small blue 95426,5
b_6014,small green 95426,5
b_6015,small yellow 95426,5
b_6016,large red 15276,5
b_6017,large blue 15276,5
b_6018,large green 15276,5
b_6019,large yellow 15276,5
b_6020,small red 15276,5
b_6021,small blue 15276,5
b_6022,small green 15276,5
b_6023,small yellow 15276,5
b_6024,large red 14067,5
b_6025,large blue 14067,5
b_6026,large green 14067,5
b_6027,large yellow 14067,5
b_6028,small red 14067,5
b_6029,small blue 14067,5
b_6030,small green 14067,5
b_6031,small yellow 14067,5
b_6032,large red 42411,5
b_6033,large blue 42411,5
b_6034,large green 42411,5
b_6035,large yellow 42411,5
b_6036,small red 42411,5
b_6037,small blue 42411,5
b_6038,small green 42411,5
b_6039,small yellow 42411,5
b_6040,large red 36130,5
b_6041,large blue 36130,5
b_6042,large green 36130,5
b_6043,large yellow 36130,5
b_6044,small red 36130,5
b_6045,small blue 36130,5
b_6046,small green 36130,5
b_6047,small yellow 36130,5
b_6048,large red 12671,5
b_6049,large blue 12671,5
b_6050,large green 12671,5
b_6051,large yellow 12671,5
b_6052,small red 12671,5
b_6053,small blue 12671,5
b_6054,small green 12671,5
b_6055,small yellow 12671,5
b_6056,large red 91439,5
b_6057,large blue 91439,5
b_6058,large green 91439,5
b_6059,large yellow 91439,5
b_6060,small red 91439,5
b_6061,small blue 91439,5
b_6062,small green 91439,5
b_6063,small yellow 91439,5
b_6064,large red 29973,5
b_6065,large blue 29973,5
b_6066,large green 29973,5
b_6067,large yellow 29973,5
b_6068,small red 29973,5
b_6069,small blue 29973,5
b_6070,small green 29973,5
b_6071,small yellow 29973,5
b_6072,large red 41266,5
b_6073,large blue 41266,5
b_6074,large green 41266,5
b_6075,large yellow 41266,5
b_6076,small red 41266,5
b_6077,small blue 41266,5
b_6078,small green 41266,5
b_6079,small yellow 41266,5
b_6080,large red 26544,5
b_6081,large blue 26544,5
b_6082,large green 26544,5
b_6083,large yellow 26544,5
b_6084,small red 26544,5
b_6085,small blue 26544,5
b_6086,small green 26544,5
b_6087,small yellow 26544,5
b_6088,large red 72070,5
b_6089,large blue 72070,5
b_6090,large green 72070,5
b_6091,large yellow 72070,5
b_6092,small red 72070,5
b_6093,small blue 72070,5
b_6094,small green 72070,5
b_6095,small yellow 72070,5
b_6096,large red 97747,5
b_6097,large blue 97747,5
b_6098,large green 97747,5
b_6099,large yellow 97747,5
b_6100,small red 97747,5
b_6101,small blue 97747,5
b_6102,small green 97747,5
b_6103,small yellow 97747,5
b_6104,large red 24993,5
b_6105,large blue 24993,5
b_6106,large green 24993,5
b_6107,large yellow 24993,5
b_6108,small red 24993,5
b_6109,small blue 24993,5
b_6110,small green 24993,5
b_6111,small yellow 24993,5
b_6112,large red 83920,5
b_6113,large blue 83920,5
b_6114,large green 83920,5
b_6115,large yellow 83920,5
b_6116,small red 83920,5
b_6117,small blue 83920,5
b_6118,small green 83920,5
b_6119,small yellow 83920,5
b_6120,large red 38569,5
b_6121,large blue 38569,5
b_6122,large green 38569,5
b_6123,large yellow 38569,5
b_6124,small red 38569,5
b_6125,small blue 38569,5
b_6126,small green 38569,5
b_6127,small yellow 38569,5
b_6128,large red 70952,5
b_6129,large blue 70952,5
b_6130,large green 70952,5
b_6131,large yellow 70952,5
b_6132,small red 70952,5
b_6133,small blue 70952,5
b_6134,small green 70952,5
b_6135,small yellow 70952,5
b_6136,large red 43586,5
b_6137,large blue 43586,5
b_6138,large green 43586,5
b_6139,large yellow 43586,5
b_6140,small red 43586,5
b_6141,small blue 43586,5
b_6142,small green 43586,5
b_6143,small yellow 43586,5
b_6144,large red 58351,5
b_6145,large blue 58351,5
b_6146,large green 58351,5
b_6147,large yellow 58351,5
b_6148,small red 58351,5
b_6149,small blue 58351,5
b_6150,small green 58351,5
b_6151,small yellow 58351,5
b_6152,large red 31992,5
b_6153,large blue 31992,5
b_6154,large green 31992,5
b_6155,large yellow 31992,5
b_6156,small red 31992,5
b_6157,small blue 31992,5
b_6158,small green 31992,5
b_6159,small yellow 31992,5
b_6160,large red 89415,5
b_6161,large blue 89415,5
b_6162,large green 89415,5
b_6163,large yellow 89415,5
b_6164,small red 89415,5
b_6165,small blue 89415,5
b_6166,small green 89415,5
b_6167,small yellow 89415,5
b_6168,large red 89593,5
b_6169,large blue 89593,5
b_6170,large green 89593,5
b_6171,large yellow 89593,5
b_6172,small red 89593,5
b_6173,small blue 89593,5
b_6174,small green 89593,5
b_6175,small yellow 89593,5
b_6176,large red 25012,5
b_6177,large blue 25012,5
b_6178,large green 25012,5
b_6179,large yellow 25012,5
b_6180,small red 25012,5
b_6181,small blue 25012,5
b_6182,small green 25012,5
b_6183,small yellow 25012,5
b_6184,large red 31465,5
b_6185,large blue 31465,5
b_6186,large green 31465,5
b_6187,large yellow 31465,5
b_6188,small red 31465,5
b_6189,small blue 31465,5
b_6190,small green 31465,5
b_6191,small yellow 31465,5
b_6192,large red 50768,5
b_6193,large blue 50768,5
b_6194,large green 50768,5
b_6195,large yellow 50768,5
b_6196,small red 50768,5
b_6197,small blue 50768,5
b_6198,small green 50768,5
b_6199,small yellow 50768,5
b_6200,large red 24168,5
b_6201,large blue 24168,5
b_6202,large green 24168,5
b_6203,large yellow 24168,5
b_6204,small red 24168,5
b_6205,small blue 24168,5
b_6206,small green 24168,5
b_6207,small yellow 24168,5
b_6208,large red 85849,5
b_6209,large blue 85849,5
b_6210,large green 85849,5
b_6211,large yellow 85849,5
b_6212,small red 85849,5
b_6213,small blue 85849,5
b_6214,small green 85849,5
b_6215,small yellow 85849,5
b_6216,large red 13365,5
b_6217,large blue 13365,5
b_6218,large green 13365,5
b_6219,large yellow 13365,5
b_6220,small red 13365,5
b_6221,small blue 13365,5
b_6222,small green 13365,5
b_6223,small yellow 13365,5
b_6224,large red 50888,5
b_6225,large blue 50888,5
b_6226,large green 50888,5
b_6227,large yellow 50888,5
b_6228,small red 50888,5
b_6229,small blue 50888,5
b_6230,small green 50888,5
b_6231,small yellow 50888,5
b_6232,large red 85470,5
b_6233,large blue 85470,5
b_6234,large green 85470,5
